,Adjusted_Canonical_Relative_PowerTheta_all,Adjusted_Canonical_Relative_PowerBeta_all
0,2.2790451140560126,-1.169080915447014
1,-0.309499306962375,1.7649430588016894
2,0.3138921234984689,-1.2749129887878599
3,-0.18562626365185758,-0.8793446745344888
4,0.7667279653962382,-1.6477816733007817
5,1.9459307186001948,-2.477997522983665
6,0.7114621767091796,-1.101716235299687
7,-1.346792618690507,-0.6216221693263729
8,0.705123897640382,-1.3188368054683506
9,0.792427036616355,-2.8983225289740315
10,0.239640618631851,1.2658840429796003
11,0.9724945021720973,-1.351229154078384
12,-0.19955317278642062,-0.5530838396087987
13,1.5494100908349933,-1.5174631988242788
14,0.010080796801045323,0.4946893923918588
15,3.161542653920399,-3.094077985238603
16,-0.5292475322893447,1.317592397988827
17,0.06451063223742895,-0.10839807034693774
18,0.4727992596653535,-0.5889912462819895
19,2.1258556224417013,-1.6688278482199754
20,0.22793164348807637,0.25559309629589644
21,-0.036659120717731405,1.7534678713996754
22,0.263593681491403,-1.0522899650524633
23,0.19771216366564456,-0.6026956119527123
24,0.9832842115038809,-1.4348581295952068
25,0.1263095230475192,-0.5508977990228465
26,0.8097802467743841,-0.7408993538810653
27,-0.9445434813902808,0.933213593601969
28,0.3918354607441011,-0.3063790331711946
29,-2.7014895223886106,1.805122780665051
30,-1.3483477195425388,0.8135553775777293
31,1.4748840463379371,-1.2880113637102217
32,0.14134807412210346,-0.18477095573618632
33,1.451134711841337,-1.8667239313080328
34,-1.5159194910553706,1.4841969765695333
35,0.7417084531538234,0.49758081886036765
36,-0.043057227041584156,-1.8479237883972328
37,0.04797390656648517,-0.26810351484487965
38,-0.047162248256245626,1.1625609606363683
39,-1.4897732009081424,0.4427784143978226
40,3.0358380730774472,-1.97177351454691
41,1.5391810120582534,-1.2062205696524562
42,1.0643036014600107,-1.276270071879625
43,0.09231054268607357,-0.6254990530593129
44,2.4971178675752146,-2.9925613383654937
45,1.2079237247449268,-0.8679874513307022
46,0.3453807796059275,-0.06696176755194885
47,-0.3711867038319658,0.9075442188505105
48,-0.5716429667963727,0.14119238795567648
49,0.24108329498019965,-0.10075978906970078
50,-2.1540630279827635,0.5759357551905488
51,0.6759345412620074,-0.3341914454141911
52,0.9135498414669799,-0.6524116702816373
53,-0.6724024740894167,-1.02504442482088
54,0.9157703849496672,-1.540627702994066
55,-1.1002795915111405,0.7110840018139892
56,2.549869083462126,-2.984051489594812
57,-2.1523633984024007,2.572651360546898
58,0.5918301721742014,0.4274399310485488
59,-1.2470263526548617,0.891254365552494
60,2.2857880654630724,-0.44108339565859556
61,2.1333583553092756,-2.0893867416275307
62,1.8653933017228674,-1.750143331461546
63,0.7331705159326303,-1.5143364941196364
64,0.9048148332269416,-0.146888012579984
65,0.4360713003237813,-0.296641899066806
66,-0.7520197653628581,0.6165876463142553
67,0.4935557037556563,-1.3624237948335949
68,2.2686619441198714,-1.0701013868669575
69,0.09338623014636795,-1.3721797067708297
70,-0.15707355641344126,-0.1519202814738913
71,0.9664426698797229,-1.819116981176004
72,-2.984714907942502,0.4988782826622495
73,2.6930147908859374,-0.8128078217354698
74,2.3604191476596927,-2.417386027873995
75,-1.9288644541724582,1.9681347115599435
76,-0.681985238105313,-0.8118422142364591
77,2.4483922449879163,-2.458178974594323
78,0.17220438723720707,-0.39755545441288503
79,-0.2566659451677326,0.39525323729894934
80,1.1333110539672873,-0.8866225329735845
81,0.16583321731284162,0.19030159466127236
82,-1.3087386315001317,0.3688654774935937
83,-0.9867501405454545,-1.2381107707615926
84,3.169197457130699,-3.334507298563129
85,-1.9042532624557384,-0.5584448117144627
86,4.807192853343327,-4.134833793423195
87,0.49366051963463964,0.05449807337360144
88,0.7578637160535918,0.1458009999471753
89,0.7261859701839826,-1.4862648861780738
90,2.537931203459744,-2.616088235303384
91,-1.1523497445216917,1.387193674958575
92,1.7967073080879075,-1.0686003089706788
93,1.2540580329739548,-1.850917726322595
94,0.2728695043847226,-0.16876933824870274
95,1.082232962969331,-0.8903614746307137
96,-0.19853574389901393,0.38546782858531353
97,1.0043383577122724,-0.8654416681217317
98,0.7387339390847595,0.4020709328733449
99,0.1314638065844422,0.1983418690686185
100,0.016106983608615195,0.08360736213738929
101,-1.258958302987188,0.8466321229574544
102,-0.07260203880555154,-0.12199252120643905
103,2.75452752071234,-2.6183725455764444
104,0.7466626646459927,-1.0402298527924374
105,-0.6263825856179328,-0.14463809303553996
106,0.4115846917726641,0.07813412622143404
107,1.1402430490859223,-1.425825361285014
108,0.4626818369142284,0.38060850321821577
109,1.7615068518607626,-1.4704611295591994
110,2.132349059344842,-0.25663717135779657
111,0.5488992738864589,-0.0901704388410181
112,-2.4143135240418605,0.4573130756914851
113,1.2247332166821734,-0.8863838026645301
114,1.6107340546169953,-1.9952610977413086
115,0.4654625686681452,-0.6260389028027704
