,Adjusted_Canonical_Relative_PowerTheta_all,Adjusted_Canonical_Relative_PowerBeta_all
116,1.7476611310512753,-1.6407180119511968
117,1.0860448469229504,-1.5904570834661809
118,0.48489052391161847,1.24390884226453
119,1.5480861496027378,-2.1769644633735385
120,-0.6555027856997351,0.7183016264562564
121,0.30548314164487017,-0.43359954097068076
122,1.30835372783293,-1.0891430919623895
123,1.3001950139153386,-1.6804355576455285
124,2.5108775853647627,-1.5289421002353694
125,0.6556123822458555,-1.050783815596653
126,-0.6985954683641937,-0.42453916978572387
127,0.20933918946641678,-0.12334131035482851
128,-0.9355882399193043,-1.1135053136948159
129,0.08577109652415672,1.1095656850500293
130,0.8124477638536893,-1.5724833261705753
131,-0.2876462430311414,-0.3652384565067081
132,-1.1225678910962298,-1.116085176046489
133,-4.283046252704595,0.7339188825594675
134,1.0689375677876811,-1.5038325691102927
135,0.2024284805475851,0.7915820289615584
136,0.34083163829964896,1.1585033318338147
137,0.7221367376398149,-1.4770370263292267
138,-0.13783469430542072,1.6313463201941047
139,-1.6991603727708824,0.027059306560377566
140,-0.7936366334501304,-0.1870098730986905
141,2.842761468820502,-2.9883770571612125
142,1.4911079953132371,-1.3556632378318414
143,-1.3439341321373177,0.4107498138812803
144,-0.23620215782294432,-0.39649092952245063
145,-0.6919896867471219,-1.7478703990534163
146,-4.093682755479243,0.23804348333961808
147,0.15948073642666896,1.5902257548339085
148,-2.859750668546577,-1.2944771540784883
149,-1.1643184791921868,0.0011306820102505615
150,0.6286094729481321,0.7592325112790443
151,-0.16841553344266408,0.3048434539083378
152,-1.59505646468643,0.5454400148284874
153,1.1533316796669966,-2.163371742838397
154,2.1157265933054323,-2.105270985248894
155,1.3445970833259784,-1.0716271057567661
156,2.559115822408265,-0.5471496475170169
157,1.878827431373848,-2.021506367499727
158,0.5207871942620507,-1.1363265389242827
159,-1.0020544233896036,-1.175902058955926
